num_devices,batch_size,mean_step_time,std_step_time,min_step_time,max_step_time,p50_step_time,p95_step_time,p99_step_time,throughput_img_per_sec,final_loss,final_accuracy,scaling_efficiency
1,1024,0.15864825184999973,0.000500387957451847,0.15793134799992004,0.1623776970000108,0.15862840800002687,0.15915608999981715,0.1594038261000492,6454.530623937674,3.6612353324890137,0.1376953125,1.0
2,1024,0.09114037255000085,0.000569935511552795,0.09050662899994677,0.09463407799989909,0.09101650850004717,0.09200614149992817,0.09319274788990016,11235.416000063196,3.7029457092285156,0.1259765625,0.8703511265710657
4,1024,0.06098015114999953,0.000742378109218385,0.05966847000013331,0.06268834000002244,0.06090754049989755,0.062391126049953984,0.06268214259983323,16792.349324965686,3.697643518447876,0.1298828125,0.6504093908350412
8,1024,0.054426846400001526,0.0009170838658214797,0.05281764899996233,0.05850185799999963,0.054298628999958964,0.05594178200005899,0.05681847190000327,18814.24458206293,3.675990581512451,0.1376953125,0.3643612076199478
